case_id,text,ground_truth_team,acceptable_teams,category,risk_level,difficulty,expected_behavior,expected_no_answer,expected_human_review,expected_blocked,expected_sources,expected_key_information,expected_missing_information
E101,"Sehr geehrte Damen und Herren, wir planen den Bau eines Carports an der seitlichen Grundstücksgrenze und möchten vorab klären, ob dafür ein Bauantrag erforderlich ist oder ob eine einfachere Anzeige ausreicht. Welche Unterlagen sollen wir für die erste Prüfung vorbereiten?",bauamt,bauamt,email_like,medium,medium,review,false,true,false,BA-03,Carport; Nebenanlage; Unterlagen; keine Genehmigungszusage; Bauamt,Grundstück; Größe; Lageplan; Abstand zur Grenze
E102,"Auf dem Gehweg vor unserem Haus ist eine tiefe Unebenheit entstanden. Mehrere Personen sind dort schon gestolpert. Ich möchte wissen, ob ich das hier melden kann und welche Angaben Sie brauchen.",bauamt,bauamt|abfall_bauhof,email_like,medium,medium,review,false,true,false,BA-06|AB-07,Gehwegmangel; Gefahrenstelle; Standort; Foto; zuständige Stelle,genauer Standort; Foto; Schadensumfang
E103,Ich möchte für mein Grundstück eine alte Bauakte einsehen. Wie kann ich Akteneinsicht beantragen und welche Nachweise muss ich dafür vorlegen?,bauamt,bauamt,standard,medium,medium,draft,false,true,false,BA-09,Bauakte; Akteneinsicht; Berechtigung; Antrag über Amt oder Online-Portal,Grundstück; Eigentums- oder Vollmachtsnachweis
E104,Wir wollen ein denkmalgeschuetztes Gebäude sanieren und neue Fenster einsetzen. Darf ich damit einfach beginnen?,bauamt,bauamt,high_risk,high,hard,review,false,true,false,BA-08,Denkmalschutz; Sanierung; keine verbindliche Freigabe; fachliche Prüfung,Adresse; Schutzstatus; geplante Massnahmen
E105,"Guten Tag, für einen geplanten Anbau bin ich unsicher, ob sich eine Bauvoranfrage lohnt, bevor ich einen vollständigen Bauantrag stelle. Bitte erklären Sie kurz den Unterschied und wie ich den Vorgang starten kann.",bauamt,bauamt,email_like,medium,hard,review,false,true,false,BA-01|BA-02,Bauantrag; Bauvoranfrage; formeller Antrag über Amt oder Portal; keine Genehmigungszusage,Grundstück; Vorhaben; Baupläne
E106,"Unser Haus soll barrierefrei umgebaut werden. Gibt es bei der Stadt Hinweise, was bei Rampen oder Tueren zu beachten ist?",bauamt,bauamt,realistic,medium,medium,draft,false,true,false,BA-05,Barrierefreier Umbau; Bauamt; Hinweise; keine abschließende Genehmigung,Gebäudeart; geplante Massnahmen
E107,Ich brauche Informationen zum Grundstücksanschluss für Regenwasser und Abwasser bei einem Neubau.,bauamt,bauamt,standard,medium,medium,draft,false,true,false,BA-07,Entwässerung; Grundstücksanschluss; Neubau; Bauamt,Adresse; Neubauvorhaben; Anschlussart
E108,"Ich habe einen Grundsteuerbescheid erhalten und möchte wissen, warum sich der Betrag geändert hat. Welche Angaben benötigen Sie für eine Prüfung?",finanzen_steuern,finanzen_steuern,email_like,medium,medium,review,false,true,false,FS-01,Grundsteuerbescheid; Kassenzeichen; keine Rechtsberatung; Prüfung durch Fachstelle,Kassenzeichen; Bescheiddatum; konkrete Frage
E109,Kann ich eine offene Forderung der Stadt in Raten zahlen?,finanzen_steuern,finanzen_steuern,standard,medium,medium,review,false,true,false,FS-05,Ratenzahlung; Stundung; Antrag; keine automatische Bewilligung,Forderungsart; Kassenzeichen; finanzielle Situation
E110,"Guten Tag, ich möchte der Stadtkasse ein SEPA-Lastschriftmandat erteilen, damit kuenftige Gebühren automatisch abgebucht werden. Reicht eine E-Mail dafür aus?",finanzen_steuern,finanzen_steuern,email_like,medium,medium,draft,false,true,false,FS-04,SEPA-Mandat; formeller Kanal; unterschriebenes Mandat; E-Mail allein nicht ausreichend,Kassenzeichen; Kontoinhaber; Mandatsformular
E111,"Ich möchte ein Gewerbe anmelden und frage mich, ob danach automatisch Gewerbesteuer faellig wird.",finanzen_steuern,finanzen_steuern|gewerbeamt,multi_intent,medium,medium,review,false,true,false,FS-06|GA-01,Gewerbesteuer; Gewerbeanmeldung; Abgrenzung Gewerbeamt und Steuerbereich,Tätigkeit; Startdatum; steuerliche Frage
E112,"Ich habe eine Rechnung an die Stadt gestellt und möchte wissen, wann die Auszahlung erfolgt.",finanzen_steuern,finanzen_steuern,realistic,medium,medium,review,false,true,false,FS-09,Rechnung an Kommune; Zahlungsstatus; Rechnungsnummer; keine personenbezogene Auskunft ohne Datenpruefung,Rechnungsnummer; Datum; Fachbereich
E113,Wie funktioniert die Vergnuegungssteuer für Spielautomaten?,finanzen_steuern,finanzen_steuern,standard,medium,medium,draft,false,true,false,FS-07,Vergnuegungssteuer; oertliche Aufwandsteuer; Anzeige oder Erklärung; keine Einzelfallfestsetzung,Art des Geraets; Standort; Zeitraum
E114,Ich habe versehentlich zu viel an die Stadt überwiesen und bitte um Erstattung.,finanzen_steuern,finanzen_steuern,realistic,medium,medium,review,false,true,false,FS-08,Erstattung; Auszahlung; Zahlungsnachweis; Prüfung durch Stadtkasse,Kassenzeichen; Zahlungsdatum; Bankverbindung nicht ungeschuetzt senden
E115,Ich verlege mein kleines Gewerbe innerhalb der Stadt an eine neue Adresse. Muss ich eine Gewerbeummeldung machen?,gewerbeamt,gewerbeamt,standard,medium,medium,draft,false,true,false,GA-02,Gewerbeummeldung; Betriebsverlegung; formelle Anzeige; Amt oder Online-Portal,alte und neue Betriebsadresse; Gewerbeart; Datum
E116,Ich möchte mein Gewerbe zum Monatsende abmelden. Kann ich das per E-Mail erledigen?,gewerbeamt,gewerbeamt,standard,medium,medium,draft,false,true,false,GA-03,Gewerbeabmeldung; formelle Abmeldung; E-Mail allein nicht ausreichend falls Quelle so vorgibt,Gewerbenummer; Betriebsadresse; Abmeldedatum
E117,Wir möchten eine Gaststaette mit Alkoholausschank eroeffnen. Welche Erlaubnisse und Unterlagen sind typischerweise erforderlich?,gewerbeamt,gewerbeamt,email_like,medium,hard,review,false,true,false,GA-04,Gaststaettenerlaubnis; Alkoholausschank; Unterlagen; fachliche Prüfung,Betriebsort; Betreiber; Konzept; Zeitraum
E118,Ich möchte auf mehreren Stadtfesten Waren aus einem mobilen Verkaufswagen anbieten.,gewerbeamt,gewerbeamt,standard,medium,medium,draft,false,true,false,GA-05|GA-06,Reisegewerbe; mobiler Verkauf; Marktstand; formelle Erlaubnis oder Anzeige,Warenart; Orte; Zeitraum
E119,"Guten Tag, ich plane einen Stand auf dem Wochenmarkt und möchte selbstgemachte Marmelade verkaufen. Bitte teilen Sie mir mit, welche Angaben Sie für die Anmeldung brauchen.",gewerbeamt,gewerbeamt,email_like,medium,medium,draft,false,true,false,GA-06,Wochenmarkt; Marktstand; Angaben; ggf. Lebensmittelhinweis; Gewerbeamt,Markttag; Produktart; Standgröße
E120,"Ich überlege, nebenberuflich handwerkliche Dienstleistungen anzubieten. Ist das ein Nebengewerbe?",gewerbeamt,gewerbeamt,realistic,medium,medium,review,false,true,false,GA-08|GA-01,Handwerk; Nebengewerbe; Gewerbeanmeldung; ggf. weitere Kammer-/Erlaubnisfragen,Tätigkeit; Umfang; Startdatum
E121,"Ich möchte mich über einen Laden beschweren, der dauerhaft außerhalb der erlaubten Zeiten laut Musik abspielt.",gewerbeamt,gewerbeamt|ordnungsamt,ambiguous,medium,hard,review,false,true,false,GA-09|OA-02|OA-09,Beschwerde über Betrieb; Lärm; Abgrenzung Gewerbeamt und Ordnungsamt; Rückfrage,Betrieb; Adresse; Zeiten; Art der Beschwerde
E122,"Ich brauche einen Wohnberechtigungsschein und möchte wissen, ob ich den Antrag online stellen kann.",soziales,soziales,standard,medium,medium,draft,false,true,false,SO-04,Wohnberechtigungsschein; Antrag; Unterlagen; formeller Kanal; keine Anspruchsentscheidung,Haushaltsgröße; Einkommen; Wohnort
E123,Meine Mutter benötigt Beratung zu Hilfen im Alltag und möglichen Angeboten für Seniorinnen.,soziales,soziales,realistic,medium,medium,draft,false,true,false,SO-03,Seniorenberatung; Teilhabe; Beratungstermin; keine Leistungsentscheidung,Anliegen; Wohnort; Kontaktwunsch
E124,"Ich habe Fragen zum Schwerbehindertenausweis und weiß nicht, ob die Stadt dafür zuständig ist.",soziales,soziales|unknown,ambiguous,medium,hard,review,false,true,false,SO-05,Schwerbehindertenangelegenheiten; Erstberatung; ggf. externe Stelle; vorsichtige Formulierung,Anliegen; Bundesland-/Trägerzuständigkeit; vorhandener Bescheid
E125,Ich verliere wahrscheinlich meine Wohnung und brauche dringend Hilfe.,soziales,soziales,high_risk,high,hard,review,false,true,false,SO-06,Drohender Wohnungsverlust; dringende Hilfe; Human Review; keine abschließende Entscheidung,Frist; Haushaltsdaten; Kontaktmöglichkeit
E126,Wie kann ich Leistungen für Bildung und Teilhabe für mein Kind beantragen?,soziales,soziales|jugend_familie|schule_bildung,standard,medium,medium,draft,false,true,false,SO-07,Bildung und Teilhabe; Antrag; Unterlagen; formeller Kanal,Leistungsart; Kind; Schule/Kita; vorhandener Leistungsbezug
E127,"Guten Tag, ich bin neu in Deutschland und suche eine erste Anlaufstelle für Beratung zu Integration, Sprachkursen und Unterstützungsangeboten.",soziales,soziales,email_like,medium,medium,draft,false,true,false,SO-08,Integrationsberatung; Migration; Erstkontakt; Beratung statt verbindlicher Entscheidung,Anliegen; Sprachbedarf; Kontaktwunsch
E128,Gibt es einen Sozialpass oder Ermaessigungen für Menschen mit geringem Einkommen?,soziales,soziales,standard,medium,medium,draft,false,true,false,SO-09,Sozialpass; Ermaessigungen; Voraussetzungen; Antrag oder Nachweise,Haushalt; Einkommen; gewünschte Ermaessigung
E129,Wie werden die Elternbeitraege für die Kinderbetreuung berechnet?,jugend_familie,jugend_familie,standard,medium,medium,review,false,true,false,JF-02,Elternbeitraege; Kinderbetreuung; keine verbindliche Beitragsfestsetzung; Unterlagen,Betreuungsumfang; Einkommen; Einrichtung
E130,Ich suche eine Ferienbetreuung für die Sommerferien. Wo finde ich Informationen zur Anmeldung?,jugend_familie,jugend_familie,standard,low,easy,draft,false,false,false,JF-03,Ferienbetreuung; Anmeldung; Zeitraum; Jugend und Familie,Alter des Kindes; Zeitraum
E131,"Guten Tag, wir suchen eine Kindertagespflegeperson für unser einjaehriges Kind und möchten wissen, wie die Vermittlung läuft.",jugend_familie,jugend_familie,email_like,medium,medium,draft,false,true,false,JF-04,Kindertagespflege; Vermittlung; Beratung; benötigte Angaben,Alter; Betreuungsbeginn; Umfang
E132,Ich möchte Unterhaltsvorschuss beantragen. Welche Unterlagen brauche ich und kann ich den Antrag per E-Mail stellen?,jugend_familie,jugend_familie,high_risk,high,hard,review,false,true,false,JF-05,Unterhaltsvorschuss; Antrag; Unterlagen; formeller Kanal; sensible Familiendaten,Kind; Unterhaltssituation; Nachweise
E133,Welche Jugendfreizeitangebote gibt es in den Ferien?,jugend_familie,jugend_familie,standard,low,easy,draft,false,false,false,JF-06,Jugendfreizeit; Angebote; Anmeldung; Zeitraum,Alter; Zeitraum; Interesse
E134,"Unsere Familie braucht Beratung, weil es zu Hause gerade sehr belastend ist.",jugend_familie,jugend_familie|soziales,high_risk,high,hard,review,false,true,false,JF-07,Familienberatung; frühe Hilfen; sensible Lage; Human Review,Kontaktmöglichkeit; Dringlichkeit; Alter der Kinder
E135,Ich möchte mich über wiederholte Probleme in einer Betreuungseinrichtung beschweren.,jugend_familie,jugend_familie,high_risk,high,hard,review,false,true,false,JF-09,Beschwerde Betreuungseinrichtung; sensible Angaben; Human Review; Rückfrage,Einrichtung; Sachverhalt; Dringlichkeit
E136,Mein Kind soll die Schule wechseln. Welche Stelle ist für einen Schulwechsel innerhalb der Stadt zuständig?,schule_bildung,schule_bildung,standard,medium,medium,review,false,true,false,SB-04,Schulwechsel; Schulverwaltung; Einzelfallprüfung; Ansprechpartner,bisherige Schule; gewünschte Schule; Adresse
E137,In der Schule meines Kindes ist seit Wochen ein Wasserschaden. Kann ich das bei Ihnen melden?,schule_bildung,schule_bildung|bauamt,email_like,medium,medium,review,false,true,false,SB-05,Schulgebaeude; Mangelmeldung; Standort; zuständige Stelle,Schule; Raum; Schadensart
E138,Gibt es Unterstützung für digitale Endgeräte oder Lernmittel?,schule_bildung,schule_bildung|soziales,standard,medium,medium,draft,false,true,false,SB-06|SO-07,Digitale Endgeräte; Lernmittel; ggf. Bildung und Teilhabe; keine Anspruchsentscheidung,Schule; Klassenstufe; Leistungsbezug
E139,Ich mache mir Sorgen wegen Mobbing und brauche einen Kontakt zur Schulsozialarbeit.,schule_bildung,schule_bildung|jugend_familie,high_risk,high,hard,review,false,true,false,SB-07,Schulsozialarbeit; Beratung; sensibler Sachverhalt; Human Review,Schule; Kontaktwunsch; Dringlichkeit
E140,Kann ein Verein die Sporthalle der Schule am Abend nutzen?,schule_bildung,schule_bildung,standard,low,medium,draft,false,false,false,SB-08,Sporthalle; Nutzung; Verein; Anfrage oder Antrag,Verein; Zeitraum; Halle
E141,Der Schulweg an der Kreuzung vor der Grundschule ist unübersichtlich und gefaehrlich. Wer prueft so etwas?,schule_bildung,schule_bildung|ordnungsamt|stadtplanung,multi_intent,medium,hard,review,false,true,false,SB-09|OA-08|SP-07,Schulweg; Verkehrssicherheit; mehrere Fachbereiche; Human Review,Schule; Kreuzung; konkrete Gefahr
E142,Wie melde ich mein Kind für Mensa und Ganztagsbetreuung an?,schule_bildung,schule_bildung,standard,low,easy,draft,false,false,false,SB-03,Mensa; Ganztagsbetreuung; Anmeldung; Schule/Bildung,Schule; Klasse; Betreuungsumfang
E143,Ich möchte eine Umweltbeschwerde wegen starkem Geruch aus einem Betrieb einreichen.,umwelt_klima,umwelt_klima|gewerbeamt|ordnungsamt,ambiguous,medium,hard,review,false,true,false,UK-02|UK-08|GA-09,Umweltbeschwerde; Geruch; Betrieb; zuständige Stelle; Rückfrage,Ort; Zeitpunkt; Betrieb; Art der Belastung
E144,Im Bach hinter unserem Haus schwimmt ein Oelfilm. Was soll ich tun?,umwelt_klima,umwelt_klima|ordnungsamt,high_risk,high,hard,review,false,true,false,UK-07,Gewässerverschmutzung; Oelfilm; dringende Meldung; Human Review,genauer Ort; Zeitpunkt; Fotos; Ausmaß
E145,Wir planen eine Photovoltaikanlage auf unserem Haus und suchen kommunale Hinweise.,umwelt_klima,umwelt_klima|stadtplanung|bauamt,standard,low,medium,draft,false,false,false,UK-05|SP-09,Photovoltaik; kommunale Hinweise; ggf. Bau-/Planungsbezug,Gebäude; Denkmalschutz; Fragestellung
E146,Darf ich waehrend der Brutzeit Hecken stark zurueckschneiden?,umwelt_klima,umwelt_klima,standard,medium,medium,draft,false,true,false,UK-06,Artenschutz; Gartenmassnahme; Brutzeit; keine abschließende Rechtsauskunft,Massnahme; Zeitraum; Tier-/Nesthinweis
E147,"Guten Tag, ich möchte eine Idee für ein kommunales Nachhaltigkeitsprojekt einreichen und wissen, an wen ich mich wenden kann.",umwelt_klima,umwelt_klima,email_like,low,medium,draft,false,false,false,UK-09,Nachhaltigkeitsprojekt; Bürgeridee; Kontaktweg; Umwelt/Klima,Projektidee; Ort; Beteiligte
E148,"Ich suche eine Erstberatung zum Klimaschutz für mein Haus und möchte wissen, ob die Stadt dazu Angebote hat.",umwelt_klima,umwelt_klima,realistic,low,medium,draft,false,false,false,UK-04,Klimaschutzberatung; Erstkontakt; Beratungsangebot; keine Fachplanung,Gebäude; Thema; Kontaktwunsch
E149,Die neue Beleuchtung an einem Parkplatz strahlt nachts direkt in unsere Wohnung. Ist das ein Umweltthema?,umwelt_klima,umwelt_klima|ordnungsamt,realistic,medium,medium,review,false,true,false,UK-08,Lichtverschmutzung; Beschwerde; Standort; Prüfung durch Fachstelle,Ort; Uhrzeiten; Art der Beleuchtung
E150,Eine Straßenlaterne vor unserem Haus flackert seit Tagen. Wo kann ich das melden?,abfall_bauhof,abfall_bauhof,standard,low,easy,draft,false,false,false,AB-04,Straßenbeleuchtung; Defekt; Standort; Meldung,genauer Standort; Mastnummer falls vorhanden
E151,Auf dem Spielplatz ist eine Schaukel kaputt und ein Metallteil steht hervor.,abfall_bauhof,abfall_bauhof,high_risk,high,hard,review,false,true,false,AB-05,Spielplatzschaden; Verletzungsgefahr; Standort; dringende Meldung,Spielplatz; Geraet; Foto; genaue Gefahr
E152,Wann wird in unserer Straße der Winterdienst durchgefuehrt?,abfall_bauhof,abfall_bauhof,standard,low,easy,draft,false,false,false,AB-03,Winterdienst; Straßenreinigung; Zustandsfrage; Bauhof,Straße; Situation
E153,Der Gully vor unserem Haus ist verstopft und bei Regen läuft Wasser auf die Straße.,abfall_bauhof,abfall_bauhof|bauamt,email_like,medium,medium,review,false,true,false,AB-08|BA-07,Verstopfter Gully; Entwässerung; Standort; zuständige Stelle,Adresse; Ausmaß; Foto
E154,Am Ortseingang ist ein Verkehrsschild beschädigt und kaum lesbar.,abfall_bauhof,abfall_bauhof|ordnungsamt,standard,medium,medium,draft,false,true,false,AB-09|OA-08,Beschaedigte Beschilderung; Standort; Verkehrssicherheit,Standort; Schildart; Foto
E155,Die Grünflaeche neben unserem Haus wurde seit Wochen nicht gemäht.,abfall_bauhof,abfall_bauhof|umwelt_klima,realistic,low,medium,draft,false,false,false,AB-06|UK-03,Grünpflege; Maeharbeiten; Standort; Bauhof,genaue Fläche; Zeitraum
E156,In unserer Straße ist ein grosses Schlagloch entstanden. Wer ist dafür zuständig?,abfall_bauhof,abfall_bauhof|bauamt,realistic,medium,medium,review,false,true,false,AB-07|BA-06,Schlagloch; Straßenschaden; Standort; zuständige Stelle,Straße; Höhe Hausnummer; Foto
E157,Ich möchte mich zur aktuellen Bauleitplanung in meinem Stadtteil beteiligen. Wo finde ich die Unterlagen und Fristen?,stadtplanung,stadtplanung,standard,medium,medium,draft,false,true,false,SP-02,Bürgerbeteiligung; Bauleitplanung; Unterlagen; Frist; Stadtplanung,Planverfahren; Stadtteil
E158,Was ist der Unterschied zwischen Bebauungsplan und Flächennutzungsplan?,stadtplanung,stadtplanung,standard,low,medium,draft,false,false,false,SP-01|SP-03,Bebauungsplan; Flächennutzungsplan; Stadtentwicklung; keine Einzelfallentscheidung,konkretes Grundstück falls Einzelfall
E159,"In unserer Nachbarschaft soll dichter gebaut werden. Ich möchte wissen, ob Nachverdichtung dort vorgesehen ist.",stadtplanung,stadtplanung,email_like,medium,hard,review,false,true,false,SP-04,Nachverdichtung; Baulandentwicklung; Planungsstand; keine verbindliche Einzelfallauskunft,Gebiet; Flurstueck; Planverfahren
E160,Wie wird eine neue Straße benannt und wer vergibt Hausnummern?,stadtplanung,stadtplanung,standard,low,medium,draft,false,false,false,SP-05,Straßenbenennung; Hausnummern; Planungsbezug; Stadtplanung,Lage; Baugebiet; Anliegen
E161,Unser Wohngebiet braucht aus Sicht vieler Eltern einen neuen Spielplatz. Ist das Stadtplanung oder Bauhof?,stadtplanung,stadtplanung|abfall_bauhof|umwelt_klima,ambiguous,medium,hard,review,false,true,false,SP-06|UK-03|AB-05,Spielplatzplanung; Grünflaechenplanung; Abgrenzung Betrieb und Planung; Rückfrage,Ort; Bedarf; bestehende Anlage
E162,Die Durchgangsstrasse in unserem Viertel ist sehr schnell befahren. Gibt es eine Möglichkeit zur Verkehrsberuhigung?,stadtplanung,stadtplanung|ordnungsamt,email_like,medium,hard,review,false,true,false,SP-07|OA-08,Verkehrsplanung; Verkehrsberuhigung; Prüfung; keine Sofortzusage,Straße; Problemzeiten; Beobachtungen
E163,"Ich habe eine Idee, wie leerstehende Ladenlokale in der Innenstadt besser genutzt werden könnten.",stadtplanung,stadtplanung|gewerbeamt,realistic,low,medium,draft,false,false,false,SP-08,Innenstadtentwicklung; Leerstand; Bürgeridee; Stadtplanung,Adresse; Idee; Beteiligte
E164,"Bei einer geplanten Solaranlage frage ich mich, ob es stadtplanerische Einschränkungen gibt.",stadtplanung,stadtplanung|umwelt_klima|bauamt,multi_intent,medium,hard,review,false,true,false,SP-09|UK-05|BA-08,Solar; Stadtplanung; Umwelt/Klima; ggf. Denkmalschutz; keine verbindliche Freigabe,Adresse; Gebäude; Schutzstatus
E165,Ich brauche ein Führungszeugnis für meinen neuen Arbeitgeber. Kann ich das bei Ihnen beantragen und welche Unterlagen muss ich mitbringen?,buergerbuero,buergerbuero,standard,low,easy,draft,false,false,false,BB-05,Führungszeugnis; Antrag; Unterlagen; Bürgerbüro oder Online-Portal,Verwendungszweck; Identitätsnachweis
E166,"Guten Tag, ich muss für eine Bewerbung mehrere Kopien beglaubigen lassen und möchte wissen, ob ich dafür einen Termin im Bürgerbüro brauche.",buergerbuero,buergerbuero,email_like,low,medium,draft,false,false,false,BB-06,Beglaubigung; Kopien; Termin; Bürgerbüro,Art der Unterlagen; Anzahl der Kopien
E167,Wie beantrage ich einen Bewohnerparkausweis für meine neue Wohnung?,buergerbuero,buergerbuero|ordnungsamt,standard,low,medium,draft,false,false,false,BB-07,Bewohnerparkausweis; Antrag; Wohnsitz; Fahrzeugdaten; Online- oder Amtsweg,Adresse; Kennzeichen; Fahrzeughalter
E168,Ich habe meinen Geldbeutel im Rathaus verloren. Gibt es ein Fundbuero und wie kann ich nachfragen?,buergerbuero,buergerbuero,realistic,low,easy,draft,false,false,false,BB-08,Fundsache; Fundbuero; Verlustmeldung; Kontaktweg,Gegenstand; Verlustort; Zeitpunkt
E169,"Ich habe morgen einen Termin im Bürgerbüro und möchte wissen, welche Unterlagen ich allgemein vorbereiten sollte.",buergerbuero,buergerbuero,realistic,low,easy,draft,false,false,false,BB-09,Termin im Bürgerbüro; Vorbereitung; Unterlagen; konkretes Anliegen klären,Terminart; Anliegen
E170,"Sehr geehrte Damen und Herren, ich möchte ein erweitertes Führungszeugnis für die ehrenamtliche Arbeit mit Kindern beantragen. Bitte teilen Sie mir mit, ob ich dafür persönlich erscheinen muss und welche Bescheinigung des Vereins erforderlich ist.",buergerbuero,buergerbuero,email_like,medium,medium,draft,false,true,false,BB-05,Erweitertes Führungszeugnis; Ehrenamt; Bescheinigung; Antrag über Amt oder Online-Portal,Vereinsbescheinigung; Identitätsnachweis
E171,"Ich habe eine Fundsache im Bus gefunden und weiß nicht, ob ich sie beim Fundbuero oder beim Verkehrsunternehmen abgeben muss.",buergerbuero,buergerbuero|unknown,ambiguous,low,medium,review,false,true,false,BB-08,Fundsache; Abgabeort; Fundbuero; Rückfrage bei unklarem Verkehrstraeger,Fundort; Gegenstand; Zeitpunkt
E172,Ich möchte aus der Kirche austreten. Ist dafür das Standesamt zuständig und reicht eine E-Mail?,standesamt,standesamt,standard,medium,medium,draft,false,true,false,ST-06,Kirchenaustritt; formelle Erklärung; persönlicher oder vorgesehener Kanal; Standesamt,Identität; Religionsgemeinschaft; Wohnsitz
E173,Wir möchten eine Vaterschaftsanerkennung vornehmen lassen. Welche Unterlagen und Termine sind dafür notwendig?,standesamt,standesamt|jugend_familie,email_like,medium,hard,review,false,true,false,ST-07,Vaterschaftsanerkennung; Sorgeerklärung; Unterlagen; Termin; sensible Familiendaten,Elternangaben; Geburtsdaten; Sorgeerklärung
E174,Ich benötige eine Registerauskunft aus dem Personenstandsregister. Wer darf so etwas beantragen?,standesamt,standesamt,standard,medium,medium,review,false,true,false,ST-08,Registerauskunft; Personenstandsregister; berechtigtes Interesse; Datenschutz,Person; Verwandtschaft; Zweck
E175,"Guten Tag, ich brauche eine Geburtsurkunde mit Auslandsbezug für eine Behörde im Ausland. Muss die Urkunde mehrsprachig oder beglaubigt sein?",standesamt,standesamt,email_like,medium,hard,review,false,true,false,ST-09|ST-01,Urkunde mit Auslandsbezug; Geburtsurkunde; Beglaubigung oder mehrsprachige Urkunde; Standesamt,Zielland; Zweck; betroffene Person
E176,"Ich möchte eine Namenserklärung nach meiner Eheschließung abgeben und bin unsicher, ob das per E-Mail geht.",standesamt,standesamt,realistic,medium,hard,review,false,true,false,ST-05,Namenserklärung; Eheschließung; formelle Erklärung; Standesamt,Personenstand; gewünschter Name; Urkunden
E177,"Mein Kind wurde im Ausland geboren und ich möchte wissen, ob die Geburt hier nachbeurkundet werden kann.",standesamt,standesamt,high_risk,high,hard,review,false,true,false,ST-09|ST-01,Auslandsgeburt; Nachbeurkundung; Urkunden; Einzelfallprüfung; Human Review,Geburtsland; Urkunden; Staatsangehörigkeit
E178,Ein Hund in der Nachbarschaft hat mein Kind gebissen. An wen muss ich mich wenden?,ordnungsamt,ordnungsamt,high_risk,high,hard,review,false,true,false,OA-04,Beißvorfall; gefährlicher Hund; Ordnungsamt; dringende Prüfung,Ort; Zeitpunkt; Halter; Verletzung
E179,Ich möchte vor meinem Geschaeft für zwei Tage einen Infostand auf dem Gehweg aufstellen. Brauche ich eine Sondernutzungserlaubnis?,ordnungsamt,ordnungsamt,standard,medium,medium,draft,false,true,false,OA-05,Sondernutzung; öffentliche Fläche; formeller Antrag; Ordnungsamt,Ort; Zeitraum; Flächengröße
E180,Wir planen ein kleines Straßenfest. Muessen wir die Veranstaltung bei der Stadt anzeigen?,ordnungsamt,ordnungsamt,email_like,medium,medium,review,false,true,false,OA-06,Veranstaltung im öffentlichen Raum; Anzeige; Genehmigung; Sicherheitsaspekte,Ort; Datum; Besucherzahl; Ausschank
E181,Darf unser Verein Plakate für eine Veranstaltung an Laternen aufhängen?,ordnungsamt,ordnungsamt,standard,medium,medium,draft,false,true,false,OA-07,Plakatierung; Werbung im öffentlichen Raum; Erlaubnis; Ordnungsamt,Zeitraum; Anzahl; Orte
E182,Auf dem Gehweg liegt zerbrochenes Glas und es besteht Verletzungsgefahr. Ist das Ordnungsamt oder der Bauhof zuständig?,ordnungsamt,ordnungsamt|abfall_bauhof,ambiguous,medium,medium,review,false,true,false,OA-08|AB-02,Gefahrenstelle; Verunreinigung; Standort; Abgrenzung Ordnungsamt und Bauhof,genauer Ort; Art der Gefahr; Foto
E183,"Eine Bar in unserer Straße ist nachts regelmäßig sehr laut. Ich möchte das melden, weiß aber nicht ob es um Lärm oder Gewerbeaufsicht geht.",ordnungsamt,ordnungsamt|gewerbeamt,ambiguous,medium,hard,review,false,true,false,OA-09|GA-09,Gewerbliche Lärmbeschwerde; Betrieb; Ordnungsamt/Gewerbeamt; Rückfrage,Betrieb; Adresse; Zeiten; Art des Lärms
E184,"Hallo, ein grosser Hund läuft im Park regelmäßig ohne Leine und wirkt aggressiv. Bitte sagen Sie mir, welche Angaben Sie für eine Meldung brauchen.",ordnungsamt,ordnungsamt,email_like,medium,medium,review,false,true,false,OA-04|OA-03,Gefährlicher Hund; Leinenpflicht; Meldung; Ordnungsamt,Ort; Zeit; Beschreibung; Halter falls bekannt
E185,Ich möchte ein Bewachungsgewerbe anmelden. Welche besonderen Erlaubnisse sind dafür erforderlich?,gewerbeamt,gewerbeamt,high_risk,high,hard,review,false,true,false,GA-07,Bewachungsgewerbe; besondere Erlaubnis; Zuverlässigkeitspruefung; Human Review,Tätigkeit; Betreiber; Nachweise
E186,Ich möchte als Immobilienmakler tätig werden. Reicht eine normale Gewerbeanmeldung?,gewerbeamt,gewerbeamt,standard,medium,hard,review,false,true,false,GA-07|GA-01,Maklererlaubnis; Gewerbeanmeldung; besondere Erlaubnis; keine abschließende Entscheidung,Tätigkeit; Rechtsform; Startdatum
E187,Ich betreibe einen Online-Shop und möchte gelegentlich auf Märkten verkaufen. Ist das Gewerbeamt oder der Marktbetreiber zuständig?,gewerbeamt,gewerbeamt,ambiguous,medium,medium,review,false,true,false,GA-01|GA-06|GA-05,Onlinehandel; Marktverkauf; Gewerbeamt; Marktstand oder Reisegewerbe,Warenart; Marktort; Verkaufszeitraum
E188,"Guten Tag, ich möchte mein bestehendes Gewerbe erweitern und zusätzlich handwerkliche Leistungen anbieten. Muss ich das ummelden?",gewerbeamt,gewerbeamt,email_like,medium,medium,draft,false,true,false,GA-02|GA-08,Gewerbeummeldung; Erweiterung der Tätigkeit; Handwerk; formeller Kanal,bisherige Tätigkeit; neue Tätigkeit; Datum
