evaluation_version_scope,case_id,text,ground_truth_team,acceptable_teams,category,risk_level,difficulty,expected_behavior,expected_no_answer,expected_human_review,expected_blocked,expected_sources,expected_key_information,expected_missing_information,expected_department_v5,expected_department_name_v5,expected_division_v5,expected_division_name_v5,expected_team_v5,expected_team_name_v5,acceptable_departments_v5,acceptable_divisions_v5,acceptable_teams_v5,expected_report_focus,notes
"V1, V2, V3, V4",E154,Am Ortseingang ist ein Verkehrsschild beschädigt und kaum lesbar.,abfall_bauhof,abfall_bauhof|ordnungsamt,standard,medium,medium,draft,False,True,False,AB-09|OA-08,Beschaedigte Beschilderung; Standort; Verkehrssicherheit,Standort; Schildart; Foto,,,,,,,,,,,
"V1, V2, V3, V4",E155,Die Grünflaeche neben unserem Haus wurde seit Wochen nicht gemäht.,abfall_bauhof,abfall_bauhof|umwelt_klima,realistic,low,medium,draft,False,False,False,AB-06|UK-03,Grünpflege; Maeharbeiten; Standort; Bauhof,genaue Fläche; Zeitraum,,,,,,,,,,,
"V1, V2, V3, V4",E156,In unserer Straße ist ein grosses Schlagloch entstanden. Wer ist dafür zuständig?,abfall_bauhof,abfall_bauhof|bauamt,realistic,medium,medium,review,False,True,False,AB-07|BA-06,Schlagloch; Straßenschaden; Standort; zuständige Stelle,Straße; Höhe Hausnummer; Foto,,,,,,,,,,,
"V1, V2, V3, V4",E157,Ich möchte mich zur aktuellen Bauleitplanung in meinem Stadtteil beteiligen. Wo finde ich die Unterlagen und Fristen?,stadtplanung,stadtplanung,standard,medium,medium,draft,False,True,False,SP-02,Bürgerbeteiligung; Bauleitplanung; Unterlagen; Frist; Stadtplanung,Planverfahren; Stadtteil,,,,,,,,,,,
"V1, V2, V3, V4",E158,Was ist der Unterschied zwischen Bebauungsplan und Flächennutzungsplan?,stadtplanung,stadtplanung,standard,low,medium,draft,False,False,False,SP-01|SP-03,Bebauungsplan; Flächennutzungsplan; Stadtentwicklung; keine Einzelfallentscheidung,konkretes Grundstück falls Einzelfall,,,,,,,,,,,
"V1, V2, V3, V4",E159,"In unserer Nachbarschaft soll dichter gebaut werden. Ich möchte wissen, ob Nachverdichtung dort vorgesehen ist.",stadtplanung,stadtplanung,email_like,medium,hard,review,False,True,False,SP-04,Nachverdichtung; Baulandentwicklung; Planungsstand; keine verbindliche Einzelfallauskunft,Gebiet; Flurstueck; Planverfahren,,,,,,,,,,,
"V1, V2, V3, V4",E160,Wie wird eine neue Straße benannt und wer vergibt Hausnummern?,stadtplanung,stadtplanung,standard,low,medium,draft,False,False,False,SP-05,Straßenbenennung; Hausnummern; Planungsbezug; Stadtplanung,Lage; Baugebiet; Anliegen,,,,,,,,,,,
"V1, V2, V3, V4",E161,Unser Wohngebiet braucht aus Sicht vieler Eltern einen neuen Spielplatz. Ist das Stadtplanung oder Bauhof?,stadtplanung,stadtplanung|abfall_bauhof|umwelt_klima,ambiguous,medium,hard,review,False,True,False,SP-06|UK-03|AB-05,Spielplatzplanung; Grünflaechenplanung; Abgrenzung Betrieb und Planung; Rückfrage,Ort; Bedarf; bestehende Anlage,,,,,,,,,,,
"V1, V2, V3, V4",E162,Die Durchgangsstrasse in unserem Viertel ist sehr schnell befahren. Gibt es eine Möglichkeit zur Verkehrsberuhigung?,stadtplanung,stadtplanung|ordnungsamt,email_like,medium,hard,review,False,True,False,SP-07|OA-08,Verkehrsplanung; Verkehrsberuhigung; Prüfung; keine Sofortzusage,Straße; Problemzeiten; Beobachtungen,,,,,,,,,,,
"V1, V2, V3, V4",E163,"Ich habe eine Idee, wie leerstehende Ladenlokale in der Innenstadt besser genutzt werden könnten.",stadtplanung,stadtplanung|gewerbeamt,realistic,low,medium,draft,False,False,False,SP-08,Innenstadtentwicklung; Leerstand; Bürgeridee; Stadtplanung,Adresse; Idee; Beteiligte,,,,,,,,,,,
"V1, V2, V3, V4",E164,"Bei einer geplanten Solaranlage frage ich mich, ob es stadtplanerische Einschränkungen gibt.",stadtplanung,stadtplanung|umwelt_klima|bauamt,multi_intent,medium,hard,review,False,True,False,SP-09|UK-05|BA-08,Solar; Stadtplanung; Umwelt/Klima; ggf. Denkmalschutz; keine verbindliche Freigabe,Adresse; Gebäude; Schutzstatus,,,,,,,,,,,
"V1, V2, V3, V4",E165,Ich brauche ein Führungszeugnis für meinen neuen Arbeitgeber. Kann ich das bei Ihnen beantragen und welche Unterlagen muss ich mitbringen?,buergerbuero,buergerbuero,standard,low,easy,draft,False,False,False,BB-05,Führungszeugnis; Antrag; Unterlagen; Bürgerbüro oder Online-Portal,Verwendungszweck; Identitätsnachweis,,,,,,,,,,,
"V1, V2, V3, V4",E166,"Guten Tag, ich muss für eine Bewerbung mehrere Kopien beglaubigen lassen und möchte wissen, ob ich dafür einen Termin im Bürgerbüro brauche.",buergerbuero,buergerbuero,email_like,low,medium,draft,False,False,False,BB-06,Beglaubigung; Kopien; Termin; Bürgerbüro,Art der Unterlagen; Anzahl der Kopien,,,,,,,,,,,
"V1, V2, V3, V4",E167,Wie beantrage ich einen Bewohnerparkausweis für meine neue Wohnung?,buergerbuero,buergerbuero|ordnungsamt,standard,low,medium,draft,False,False,False,BB-07,Bewohnerparkausweis; Antrag; Wohnsitz; Fahrzeugdaten; Online- oder Amtsweg,Adresse; Kennzeichen; Fahrzeughalter,,,,,,,,,,,
"V1, V2, V3, V4",E168,Ich habe meinen Geldbeutel im Rathaus verloren. Gibt es ein Fundbuero und wie kann ich nachfragen?,buergerbuero,buergerbuero,realistic,low,easy,draft,False,False,False,BB-08,Fundsache; Fundbuero; Verlustmeldung; Kontaktweg,Gegenstand; Verlustort; Zeitpunkt,,,,,,,,,,,
"V1, V2, V3, V4",E169,"Ich habe morgen einen Termin im Bürgerbüro und möchte wissen, welche Unterlagen ich allgemein vorbereiten sollte.",buergerbuero,buergerbuero,realistic,low,easy,draft,False,False,False,BB-09,Termin im Bürgerbüro; Vorbereitung; Unterlagen; konkretes Anliegen klären,Terminart; Anliegen,,,,,,,,,,,
"V1, V2, V3, V4",E170,"Sehr geehrte Damen und Herren, ich möchte ein erweitertes Führungszeugnis für die ehrenamtliche Arbeit mit Kindern beantragen. Bitte teilen Sie mir mit, ob ich dafür persönlich erscheinen muss und welche Bescheinigung des Vereins erforderlich ist.",buergerbuero,buergerbuero,email_like,medium,medium,draft,False,True,False,BB-05,Erweitertes Führungszeugnis; Ehrenamt; Bescheinigung; Antrag über Amt oder Online-Portal,Vereinsbescheinigung; Identitätsnachweis,,,,,,,,,,,
"V1, V2, V3, V4",E171,"Ich habe eine Fundsache im Bus gefunden und weiß nicht, ob ich sie beim Fundbuero oder beim Verkehrsunternehmen abgeben muss.",buergerbuero,buergerbuero|unknown,ambiguous,low,medium,review,False,True,False,BB-08,Fundsache; Abgabeort; Fundbuero; Rückfrage bei unklarem Verkehrstraeger,Fundort; Gegenstand; Zeitpunkt,,,,,,,,,,,
"V1, V2, V3, V4",E172,Ich möchte aus der Kirche austreten. Ist dafür das Standesamt zuständig und reicht eine E-Mail?,standesamt,standesamt,standard,medium,medium,draft,False,True,False,ST-06,Kirchenaustritt; formelle Erklärung; persönlicher oder vorgesehener Kanal; Standesamt,Identität; Religionsgemeinschaft; Wohnsitz,,,,,,,,,,,
"V1, V2, V3, V4",E173,Wir möchten eine Vaterschaftsanerkennung vornehmen lassen. Welche Unterlagen und Termine sind dafür notwendig?,standesamt,standesamt|jugend_familie,email_like,medium,hard,review,False,True,False,ST-07,Vaterschaftsanerkennung; Sorgeerklärung; Unterlagen; Termin; sensible Familiendaten,Elternangaben; Geburtsdaten; Sorgeerklärung,,,,,,,,,,,
"V1, V2, V3, V4",E174,Ich benötige eine Registerauskunft aus dem Personenstandsregister. Wer darf so etwas beantragen?,standesamt,standesamt,standard,medium,medium,review,False,True,False,ST-08,Registerauskunft; Personenstandsregister; berechtigtes Interesse; Datenschutz,Person; Verwandtschaft; Zweck,,,,,,,,,,,
"V1, V2, V3, V4",E175,"Guten Tag, ich brauche eine Geburtsurkunde mit Auslandsbezug für eine Behörde im Ausland. Muss die Urkunde mehrsprachig oder beglaubigt sein?",standesamt,standesamt,email_like,medium,hard,review,False,True,False,ST-09|ST-01,Urkunde mit Auslandsbezug; Geburtsurkunde; Beglaubigung oder mehrsprachige Urkunde; Standesamt,Zielland; Zweck; betroffene Person,,,,,,,,,,,
"V1, V2, V3, V4",E176,"Ich möchte eine Namenserklärung nach meiner Eheschließung abgeben und bin unsicher, ob das per E-Mail geht.",standesamt,standesamt,realistic,medium,hard,review,False,True,False,ST-05,Namenserklärung; Eheschließung; formelle Erklärung; Standesamt,Personenstand; gewünschter Name; Urkunden,,,,,,,,,,,
"V1, V2, V3, V4",E177,"Mein Kind wurde im Ausland geboren und ich möchte wissen, ob die Geburt hier nachbeurkundet werden kann.",standesamt,standesamt,high_risk,high,hard,review,False,True,False,ST-09|ST-01,Auslandsgeburt; Nachbeurkundung; Urkunden; Einzelfallprüfung; Human Review,Geburtsland; Urkunden; Staatsangehörigkeit,,,,,,,,,,,
"V1, V2, V3, V4",E178,Ein Hund in der Nachbarschaft hat mein Kind gebissen. An wen muss ich mich wenden?,ordnungsamt,ordnungsamt,high_risk,high,hard,review,False,True,False,OA-04,Beißvorfall; gefährlicher Hund; Ordnungsamt; dringende Prüfung,Ort; Zeitpunkt; Halter; Verletzung,,,,,,,,,,,
"V1, V2, V3, V4",E179,Ich möchte vor meinem Geschaeft für zwei Tage einen Infostand auf dem Gehweg aufstellen. Brauche ich eine Sondernutzungserlaubnis?,ordnungsamt,ordnungsamt,standard,medium,medium,draft,False,True,False,OA-05,Sondernutzung; öffentliche Fläche; formeller Antrag; Ordnungsamt,Ort; Zeitraum; Flächengröße,,,,,,,,,,,
"V1, V2, V3, V4",E180,Wir planen ein kleines Straßenfest. Muessen wir die Veranstaltung bei der Stadt anzeigen?,ordnungsamt,ordnungsamt,email_like,medium,medium,review,False,True,False,OA-06,Veranstaltung im öffentlichen Raum; Anzeige; Genehmigung; Sicherheitsaspekte,Ort; Datum; Besucherzahl; Ausschank,,,,,,,,,,,
"V1, V2, V3, V4",E181,Darf unser Verein Plakate für eine Veranstaltung an Laternen aufhängen?,ordnungsamt,ordnungsamt,standard,medium,medium,draft,False,True,False,OA-07,Plakatierung; Werbung im öffentlichen Raum; Erlaubnis; Ordnungsamt,Zeitraum; Anzahl; Orte,,,,,,,,,,,
"V1, V2, V3, V4",E182,Auf dem Gehweg liegt zerbrochenes Glas und es besteht Verletzungsgefahr. Ist das Ordnungsamt oder der Bauhof zuständig?,ordnungsamt,ordnungsamt|abfall_bauhof,ambiguous,medium,medium,review,False,True,False,OA-08|AB-02,Gefahrenstelle; Verunreinigung; Standort; Abgrenzung Ordnungsamt und Bauhof,genauer Ort; Art der Gefahr; Foto,,,,,,,,,,,
"V1, V2, V3, V4",E183,"Eine Bar in unserer Straße ist nachts regelmäßig sehr laut. Ich möchte das melden, weiß aber nicht ob es um Lärm oder Gewerbeaufsicht geht.",ordnungsamt,ordnungsamt|gewerbeamt,ambiguous,medium,hard,review,False,True,False,OA-09|GA-09,Gewerbliche Lärmbeschwerde; Betrieb; Ordnungsamt/Gewerbeamt; Rückfrage,Betrieb; Adresse; Zeiten; Art des Lärms,,,,,,,,,,,
"V1, V2, V3, V4",E184,"Hallo, ein grosser Hund läuft im Park regelmäßig ohne Leine und wirkt aggressiv. Bitte sagen Sie mir, welche Angaben Sie für eine Meldung brauchen.",ordnungsamt,ordnungsamt,email_like,medium,medium,review,False,True,False,OA-04|OA-03,Gefährlicher Hund; Leinenpflicht; Meldung; Ordnungsamt,Ort; Zeit; Beschreibung; Halter falls bekannt,,,,,,,,,,,
"V1, V2, V3, V4",E185,Ich möchte ein Bewachungsgewerbe anmelden. Welche besonderen Erlaubnisse sind dafür erforderlich?,gewerbeamt,gewerbeamt,high_risk,high,hard,review,False,True,False,GA-07,Bewachungsgewerbe; besondere Erlaubnis; Zuverlässigkeitspruefung; Human Review,Tätigkeit; Betreiber; Nachweise,,,,,,,,,,,
"V1, V2, V3, V4",E186,Ich möchte als Immobilienmakler tätig werden. Reicht eine normale Gewerbeanmeldung?,gewerbeamt,gewerbeamt,standard,medium,hard,review,False,True,False,GA-07|GA-01,Maklererlaubnis; Gewerbeanmeldung; besondere Erlaubnis; keine abschließende Entscheidung,Tätigkeit; Rechtsform; Startdatum,,,,,,,,,,,
"V1, V2, V3, V4",E187,Ich betreibe einen Online-Shop und möchte gelegentlich auf Märkten verkaufen. Ist das Gewerbeamt oder der Marktbetreiber zuständig?,gewerbeamt,gewerbeamt,ambiguous,medium,medium,review,False,True,False,GA-01|GA-06|GA-05,Onlinehandel; Marktverkauf; Gewerbeamt; Marktstand oder Reisegewerbe,Warenart; Marktort; Verkaufszeitraum,,,,,,,,,,,
"V1, V2, V3, V4",E188,"Guten Tag, ich möchte mein bestehendes Gewerbe erweitern und zusätzlich handwerkliche Leistungen anbieten. Muss ich das ummelden?",gewerbeamt,gewerbeamt,email_like,medium,medium,draft,False,True,False,GA-02|GA-08,Gewerbeummeldung; Erweiterung der Tätigkeit; Handwerk; formeller Kanal,bisherige Tätigkeit; neue Tätigkeit; Datum,,,,,,,,,,,
"V1, V2, V3, V4",E189,Kann ich eine Eltern-Kind-Spielgruppe in einem stadtischen Raum anbieten und wo melde ich das an?,jugend_familie,jugend_familie|schule_bildung,standard,low,medium,draft,False,False,False,JF-08,Spielgruppe; Eltern-Kind-Angebot; Raum- oder Angebotsanfrage; Jugend/Familie,Zielgruppe; Zeitraum; Raumwunsch,,,,,,,,,,,
"V1, V2, V3, V4",E190,"Wir möchten eine offene Spielgruppe für Kleinkinder starten und fragen, ob die Stadt solche Angebote koordiniert oder nur Räume vermittelt.",jugend_familie,jugend_familie,email_like,low,medium,draft,False,False,False,JF-08,Eltern-Kind-Angebot; Spielgruppe; Koordination; Beratung,Alter der Kinder; Träger; Ort,,,,,,,,,,,
"V1, V2, V3, V4",E191,"Mein Kind hat Anspruch auf Bildung und Teilhabe, aber ich weiß nicht, ob die Schulfahrt oder das Mittagessen über Schule oder Soziales läuft.",soziales,soziales|schule_bildung,multi_intent,medium,hard,review,False,True,False,SO-07|SB-03|SB-06,Bildung und Teilhabe; Schulfahrt; Mittagessen; Abgrenzung Schule und Soziales,Leistungsbezug; Schule; konkrete Leistung,,,,,,,,,,,
"V1, V2, V3, V4",E192,Ich brauche wegen drohendem Wohnungsverlust und Rückständen bei der Miete sehr kurzfristig Beratung. Bitte nennen Sie mir den richtigen Kontakt.,soziales,soziales,high_risk,high,hard,review,False,True,False,SO-06,Wohnungsverlust; Mietrückstand; dringende Beratung; Human Review,Frist; Räumungstermin; Kontaktmöglichkeit,,,,,,,,,,,
"V1, V2, V3, V4",E193,"Die Mensa meines Kindes berechnet aus meiner Sicht falsche Beitraege und ich frage mich, ob das Schule, Soziales oder Jugend ist.",schule_bildung,schule_bildung|soziales|jugend_familie,ambiguous,medium,hard,review,False,True,False,SB-03|SO-07|JF-02,Mensa; Beitraege; Bildung und Teilhabe; mehrdeutige Zuständigkeit,Schule; Bescheid; Leistungsbezug,,,,,,,,,,,
"V1, V2, V3, V4",E194,"Sehr geehrte Damen und Herren, an der Grundschule fehlen sichere Fahrradstellplätze. Ist das ein Thema für Schulverwaltung, Bauhof oder Stadtplanung?",schule_bildung,schule_bildung|stadtplanung|abfall_bauhof,email_like,medium,hard,review,False,True,False,SB-09|SP-07|AB-09,Schulumfeld; Verkehr/Sicherheit; Fahrradstellplätze; mehrere Fachbereiche,Schule; Standort; Problem,,,,,,,,,,,
"V1, V2, V3, V4",E195,"Ich möchte einen Baum faellen, auf dem vermutlich ein Vogelnest ist. Darf ich das trotzdem beantragen?",umwelt_klima,umwelt_klima,high_risk,high,hard,review,False,True,False,UK-01|UK-06,Baumfällung; Artenschutz; Vogelnest; keine Freigabe; Human Review,Baumart; Standort; Nesthinweis; Zeitraum,,,,,,,,,,,
"V1, V2, V3, V4",E196,"In unserer Straße riecht es seit Tagen nach Chemikalien, aber ich kenne die Quelle nicht. Wohin kann ich mich wenden?",umwelt_klima,umwelt_klima|ordnungsamt,high_risk,high,hard,review,False,True,False,UK-02|UK-08|OA-08,Umweltbeschwerde; Geruch; mögliche Gefahrenstelle; Human Review,Ort; Zeiten; Beschreibung; mögliche Quelle,,,,,,,,,,,
"V1, V2, V3, V4",E197,Bei der Grünpflege wurden meiner Meinung nach Blütenflaechen zu früh gemäht. Ich möchte eine Beschwerde und eine Umweltfrage stellen.,umwelt_klima,umwelt_klima|abfall_bauhof,multi_intent,medium,medium,review,False,True,False,UK-03|AB-06,Grünflaeche; Maeharbeiten; Umweltaspekt; Abgrenzung Bauhof und Umwelt,Ort; Zeitraum; konkrete Fläche,,,,,,,,,,,
"V1, V2, V3, V4",E198,Ich möchte eine Idee für Verkehrsberuhigung mit mehr Bäumen und weniger versiegelten Flächen einreichen.,stadtplanung,stadtplanung|umwelt_klima,email_like,medium,hard,review,False,True,False,SP-07|SP-04|UK-09,Verkehrsberuhigung; Stadtentwicklung; Nachhaltigkeitsidee; mehrere Fachbereiche,Straße; Idee; Ziel,,,,,,,,,,,
"V1, V2, V3, V4",E199,"Die Stadt plant eine neue Wohnbebauung in der Nähe eines Spielplatzes. Ich möchte wissen, wo ich Einwendungen einreichen kann.",stadtplanung,stadtplanung,high_risk,high,hard,review,False,True,False,SP-02|SP-06|SP-04,Bauleitplanung; Beteiligung; Spielplatz-/Grünflaechenbezug; Fristen; Human Review,Planverfahren; Frist; Gebiet,,,,,,,,,,,
"V1, V2, V3, V4",E200,Ich habe eine Frage zu einer Bundesleistung und gleichzeitig zur Ummeldung meines Wohnsitzes. Können Sie bitte beides beantworten?,unknown,buergerbuero|unknown,multi_intent,medium,hard,review,True,True,False,BB-03,"Teilweise kommunal, teilweise außerhalb der Wissensbasis; keine freie Antwort zur Bundesleistung; Rückfrage",konkrete Bundesleistung; Umzugsdatum,,,,,,,,,,,
V5,E001,Ich brauche einen neuen Personalausweis.,id_cards_travel_documents,id_cards_travel_documents,standard,low,easy,draft,False,False,False,BB-01,Personalausweis; Antrag; Unterlagen oder Termin; Hinweis auf Entwurfscharakter,,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,id_cards_travel_documents,Ausweise und Reisedokumente,citizen_services,citizens_office,id_cards_travel_documents,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-01 → citizen_services/citizens_office/id_cards_travel_documents. Legacy-Referenzteam: buergerbuero.
V5,E002,Wie kann ich meinen Wohnsitz ummelden?,residence_registration,residence_registration,standard,low,easy,draft,False,False,False,BB-03,Ummeldung; Wohnungsgeberbestätigung; Frist oder Termin,,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,residence_registration,Meldewesen,citizen_services,citizens_office,residence_registration,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-03 → citizen_services/citizens_office/residence_registration. Legacy-Referenzteam: buergerbuero.
V5,E003,Ich möchte meinen Hund anmelden.,dog_keeping,dog_keeping|dog_tax,standard,low,easy,draft,False,False,False,OA-03|FS-02,Hundeanmeldung; zuständige Stelle; ggf. Hundesteuerhinweis,,public_order,Ordnungsamt,animal_order,Hunde- und Tierordnungsangelegenheiten,dog_keeping,Hundehaltung und Leinenpflicht,public_order|finance,animal_order|taxes_and_charges,dog_keeping|dog_tax,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle OA-03 → public_order/animal_order/dog_keeping. Legacy-Referenzteam: ordnungsamt.
V5,E004,Wo beantrage ich eine Geburtsurkunde?,registry_certificates,registry_certificates,standard,low,easy,draft,False,False,False,ST-01,Geburtsurkunde; Antrag; Identitätsnachweis oder berechtigtes Interesse,,registry_office,Standesamt,civil_register_certificates,Personenstandsregister und Urkundenstelle,registry_certificates,Urkunden und Registerauskünfte,registry_office,civil_register_certificates,registry_certificates,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle ST-01 → registry_office/civil_register_certificates/registry_certificates. Legacy-Referenzteam: standesamt.
V5,E005,Benötige ich einen Termin für einen Reisepass?,id_cards_travel_documents,id_cards_travel_documents,standard,low,easy,draft,False,False,False,BB-02,Reisepass; Termin; Unterlagen; Bearbeitungszeit,,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,id_cards_travel_documents,Ausweise und Reisedokumente,citizen_services,citizens_office,id_cards_travel_documents,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-02 → citizen_services/citizens_office/id_cards_travel_documents. Legacy-Referenzteam: buergerbuero.
V5,E006,Wie bekomme ich eine Meldebescheinigung?,residence_registration,residence_registration,standard,low,easy,draft,False,False,False,BB-04,Meldebescheinigung; Meldewesen; Beantragung oder Nachweis,,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,residence_registration,Meldewesen,citizen_services,citizens_office,residence_registration,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-04 → citizen_services/citizens_office/residence_registration. Legacy-Referenzteam: buergerbuero.
V5,E007,Ich brauche eine Eheurkunde.,registry_certificates,registry_certificates,standard,low,easy,draft,False,False,False,ST-04,Eheurkunde; Urkunde; Standesamt; Beantragung,,registry_office,Standesamt,civil_register_certificates,Personenstandsregister und Urkundenstelle,registry_certificates,Urkunden und Registerauskünfte,registry_office,civil_register_certificates,registry_certificates,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle ST-04 → registry_office/civil_register_certificates/registry_certificates. Legacy-Referenzteam: standesamt.
V5,E008,Wie lange dauert die Ausstellung eines Personalausweises?,id_cards_travel_documents,id_cards_travel_documents,standard,low,easy,draft,False,False,False,BB-01,Bearbeitungsdauer; Personalausweis; vorläufige Lösung falls Quelle vorhanden,,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,id_cards_travel_documents,Ausweise und Reisedokumente,citizen_services,citizens_office,id_cards_travel_documents,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-01 → citizen_services/citizens_office/id_cards_travel_documents. Legacy-Referenzteam: buergerbuero.
V5,E009,Wo melde ich einen Falschparker vor meiner Einfahrt?,parking_enforcement,parking_enforcement,standard,low,easy,draft,False,False,False,OA-01,Falschparker; Standort; Kennzeichen; Zeitpunkt; Ordnungsamt,,public_order,Ordnungsamt,traffic_enforcement_fines,Verkehrsüberwachung und Bußgeldstelle,parking_enforcement,Ruhender Verkehr,public_order,traffic_enforcement_fines,parking_enforcement,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle OA-01 → public_order/traffic_enforcement_fines/parking_enforcement. Legacy-Referenzteam: ordnungsamt.
V5,E010,Wie beantrage ich eine Sterbeurkunde?,registry_certificates,registry_certificates,standard,low,easy,draft,False,False,False,ST-03,Sterbeurkunde; berechtigte Person; Unterlagen; Standesamt,,registry_office,Standesamt,civil_register_certificates,Personenstandsregister und Urkundenstelle,registry_certificates,Urkunden und Registerauskünfte,registry_office,civil_register_certificates,registry_certificates,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle ST-03 → registry_office/civil_register_certificates/registry_certificates. Legacy-Referenzteam: standesamt.
V5,E011,Ich möchte ein Gewerbe anmelden.,business_registration,business_registration,standard,low,easy,draft,False,False,False,GA-01,Gewerbeanmeldung; Formular oder Anzeige; zuständige Stelle,,economy_business,Fachbereich Gewerbe und Wirtschaft,trade_office,Gewerbeamt,business_registration,Gewerbeanzeigen,economy_business,trade_office,business_registration,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle GA-01 → economy_business/trade_office/business_registration. Legacy-Referenzteam: gewerbeamt.
V5,E012,Ich plane einen Imbiss mit Alkoholausschank. Welche Erlaubnis brauche ich?,hospitality_permits,hospitality_permits,standard,medium,medium,draft,False,True,False,GA-04,Gaststaettenerlaubnis; Alkoholausschank; Unterlagen; Prüfung durch Fachstelle,,economy_business,Fachbereich Gewerbe und Wirtschaft,trade_office,Gewerbeamt,hospitality_permits,Gaststätten und Alkoholausschank,economy_business,trade_office,hospitality_permits,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle GA-04 → economy_business/trade_office/hospitality_permits. Legacy-Referenzteam: gewerbeamt. Human Review/Fachteam-Freigabe erwartet.
V5,E013,Ich möchte einen Bauantrag für einen Anbau stellen.,building_permits,building_permits,standard,medium,medium,draft,False,True,False,BA-01,Bauantrag; Bauvorlagen; Bauamt; keine verbindliche Genehmigungszusage,,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,building_control,Bauordnung und Bauverwaltung,building_permits,Bauvorhaben und Genehmigungen,urban_development_building,building_control,building_permits,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BA-01 → urban_development_building/building_control/building_permits. Legacy-Referenzteam: bauamt. Human Review/Fachteam-Freigabe erwartet.
V5,E014,Wo kann ich einen Bebauungsplan einsehen?,zoning_plans,zoning_plans,standard,low,easy,draft,False,False,False,SP-01,Bebauungsplan; Einsicht; Stadtplanung; Auslegung oder Online-Hinweis,,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,zoning_plans,Bauleitplanung,urban_development_building,urban_planning,zoning_plans,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SP-01 → urban_development_building/urban_planning/zoning_plans. Legacy-Referenzteam: stadtplanung.
V5,E015,Wie beantrage ich Wohngeld?,housing_benefits,housing_benefits,standard,medium,medium,draft,False,True,False,SO-01,Wohngeld; Antrag; Einkommens-/Mietnachweise; keine Anspruchsentscheidung,,social_affairs,Fachbereich Soziales und Teilhabe,social_benefits_housing,Soziale Leistungen und Wohnen,housing_benefits,Wohngeld und Wohnberechtigung,social_affairs,social_benefits_housing,housing_benefits,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SO-01 → social_affairs/social_benefits_housing/housing_benefits. Legacy-Referenzteam: soziales. Human Review/Fachteam-Freigabe erwartet.
V5,E016,Ich suche einen Kitaplatz für mein Kind.,childcare,childcare,standard,low,easy,draft,False,False,False,JF-01,Kitaplatz; Vormerkung; Jugend und Familie; benötigte Angaben,,youth_education,"Fachbereich Jugend, Familie und Bildung",youth_family,Jugend und Familie,childcare,Kinderbetreuung und Tagespflege,youth_education,youth_family,childcare,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle JF-01 → youth_education/youth_family/childcare. Legacy-Referenzteam: jugend_familie.
