relative_path,document_id,title,retrieval_category,fachbereich,bereich,team
citizen_services/citizens_office/BB-04_Meldebescheinigung_beantragen.md,BB-04,Meldebescheinigung beantragen,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Meldewesen (residence_registration)
citizen_services/citizens_office/BB-05_Fuehrungszeugnis_beantragen.md,BB-05,Führungszeugnis beantragen,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Führungszeugnisse (conduct_certificates)
citizen_services/citizens_office/BB-06_Beglaubigung_von_Kopien_und_Unterschriften.md,BB-06,Beglaubigung von Kopien und Unterschriften,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Beglaubigungen (certifications)
citizen_services/citizens_office/BB-07_Bewohnerparkausweis_beantragen.md,BB-07,Bewohnerparkausweis beantragen,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Bewohnerparkausweise (resident_parking_permits)
citizen_services/citizens_office/BB-08_Fundsache_melden_oder_abholen.md,BB-08,Fundsache melden oder abholen,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Fundsachen (lost_and_found)
citizen_services/citizens_office/BB-09_Termin_im_Buergerbuero_vorbereiten.md,BB-09,Termin im Bürgerbüro vorbereiten,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Termin und Vorbereitung (appointment_preparation)
central_administration/executive_office/ZV-01_allgemeine_anfrage_an_die_stadtverwaltung.md,ZV-01,Allgemeine Anfrage an die Stadtverwaltung,zentrale_verwaltung,Fachbereich Zentrale Verwaltung (central_administration),Büro der Verwaltungsleitung und Ratsangelegenheiten (executive_office),Verwaltungsleitung und Koordination (executive_coordination)
central_administration/executive_office/ZV-02_rats_und_gremienangelegenheiten.md,ZV-02,Rats- und Gremienangelegenheiten,zentrale_verwaltung,Fachbereich Zentrale Verwaltung (central_administration),Büro der Verwaltungsleitung und Ratsangelegenheiten (executive_office),Rats- und Gremienangelegenheiten (council_affairs)
central_administration/organization_law_digital_services/ZV-03_datenschutz_und_organisationsanfrage.md,ZV-03,Datenschutz- und Organisationsanfrage,zentrale_verwaltung,Fachbereich Zentrale Verwaltung (central_administration),"Organisation, Recht und Digitalisierung (organization_law_digital_services)",Datenschutz und Auskunft (data_protection)
central_administration/organization_law_digital_services/ZV-04_digitale_verwaltungsangebote_und_serviceportal.md,ZV-04,Digitale Verwaltungsangebote und Serviceportal,zentrale_verwaltung,Fachbereich Zentrale Verwaltung (central_administration),"Organisation, Recht und Digitalisierung (organization_law_digital_services)",Digitale Dienste und Serviceportal (digital_service_desk)
